id_customer; id_products; payment (pedido gratuito= 1 , tarjeta credito=2)
1522;94:01:00;2
1523;94:01:00;2
1524;94:01:00;2
1525;94:01:00;2
1526;94:01:00;2
1527;94:01:00;2
1528;94:01:00;2
1529;94:01:00;2
1530;94:01:00;2
1532;94:01:00;2
1533;94:01:00;2
1534;94:01:00;2
1572;94:01:00;2
1574;94:01:00;2
1575;94:01:00;2
1577;94:01:00;2
1578;94:01:00;2
1579;94:01:00;2
1580;94:01:00;2
1582;94:01:00;2
1583;94:01:00;2
1596;94:01:00;2
1618;94:01:00;2
1621;94:01:00;2
1722;94:01:00;2
1816;94:01:00;2
1817;94:01:00;2
1818;94:01:00;2
1821;94:01:00;2
1822;94:01:00;2
1823;94:01:00;2
1824;94:01:00;2
1825;94:01:00;2
1826;94:01:00;2
1828;94:01:00;2
1829;94:01:00;2
1830;94:01:00;2
1831;94:01:00;2
1832;94:01:00;2
1833;94:01:00;2
1903;94:01:00;2
1912;94:01:00;2
1920;94:01:00;2
1927;94:01:00;2
2084;94:01:00;2
2085;94:01:00;2
2086;94:01:00;2
2087;94:01:00;2
