id_customer; id_products; payment (pedido gratuito= 1 , tarjeta credito=2)
1294;94:01:00;2
1295;94:01:00;2
1296;94:01:00;2
1297;94:01:00;2
1298;94:01:00;2
1301;94:01:00;2
1303;94:01:00;2
1304;94:01:00;2
1306;94:01:00;2
1307;94:01:00;2
1308;94:01:00;2
1309;94:01:00;2
1310;94:01:00;2
1314;94:01:00;2
1331;94:01:00;2
1333;94:01:00;2
1334;94:01:00;2
1336;94:01:00;2
1338;94:01:00;2
1341;94:01:00;2
1342;94:01:00;2
1344;94:01:00;2
1348;94:01:00;2
1349;94:01:00;2
1363;94:01:00;2
1370;94:01:00;2
1375;94:01:00;2
1388;94:01:00;2
1389;94:01:00;2
1390;94:01:00;2
1391;94:01:00;2
1392;94:01:00;2
1393;94:01:00;2
1394;94:01:00;2
1395;94:01:00;2
1396;94:01:00;2
1397;94:01:00;2
1398;94:01:00;2
1399;94:01:00;2
1400;94:01:00;2
1401;94:01:00;2
1402;94:01:00;2
1403;94:01:00;2
1404;94:01:00;2
1405;94:01:00;2
1406;94:01:00;2
1407;94:01:00;2
1408;94:01:00;2
