id_customer; id_products; payment (pedido gratuito= 1 , tarjeta credito=2)
716;98:01:00;2
718;98:01:00;2
720;98:01:00;2
721;98:01:00;2
722;98:01:00;2
732;98:01:00;2
733;98:01:00;2
734;98:01:00;2
735;98:01:00;2
736;98:01:00;2
737;98:01:00;2
740;98:01:00;2
741;98:01:00;2
742;98:01:00;2
743;98:01:00;2
749;98:01:00;2
750;98:01:00;2
751;98:01:00;2
752;98:01:00;2
753;98:01:00;2
754;98:01:00;2
758;98:01:00;2
759;98:01:00;2
760;98:01:00;2
761;98:01:00;2
762;98:01:00;2
763;98:01:00;2
764;98:01:00;2
772;98:01:00;2
773;98:01:00;2
774;98:01:00;2
775;98:01:00;2
776;98:01:00;2
780;98:01:00;2
781;98:01:00;2
782;98:01:00;2
783;98:01:00;2
784;98:01:00;2
785;98:01:00;2
790;98:01:00;2
793;98:01:00;2
829;98:01:00;2
830;98:01:00;2
831;98:01:00;2
832;98:01:00;2
833;98:01:00;2
834;98:01:00;2
835;98:01:00;2
