id_customer; id_products; payment (pedido gratuito= 1 , tarjeta credito=2)
943;98:01:00;2
944;98:01:00;2
945;98:01:00;2
946;98:01:00;2
947;98:01:00;2
948;98:01:00;2
949;98:01:00;2
950;98:01:00;2
951;98:01:00;2
952;98:01:00;2
953;98:01:00;2
954;98:01:00;2
955;98:01:00;2
956;98:01:00;2
957;98:01:00;2
958;98:01:00;2
963;98:01:00;2
964;98:01:00;2
965;98:01:00;2
967;98:01:00;2
972;98:01:00;2
973;98:01:00;2
974;98:01:00;2
978;98:01:00;2
979;98:01:00;2
982;98:01:00;2
983;98:01:00;2
984;98:01:00;2
985;98:01:00;2
986;98:01:00;2
987;98:01:00;2
988;98:01:00;2
989;98:01:00;2
991;98:01:00;2
992;98:01:00;2
993;98:01:00;2
995;98:01:00;2
997;98:01:00;2
998;98:01:00;2
999;98:01:00;2
1000;98:01:00;2
1001;98:01:00;2
1002;98:01:00;2
1003;98:01:00;2
1004;98:01:00;2
1005;98:01:00;2
1006;98:01:00;2
1007;98:01:00;2
