id_customer; id_products; payment (pedido gratuito= 1 , tarjeta credito=2)
620;98:01:00;2
621;98:01:00;2
622;98:01:00;2
625;98:01:00;2
626;98:01:00;2
627;98:01:00;2
628;98:01:00;2
629;98:01:00;2
630;98:01:00;2
631;98:01:00;2
632;98:01:00;2
633;98:01:00;2
634;98:01:00;2
636;98:01:00;2
637;98:01:00;2
638;98:01:00;2
639;98:01:00;2
649;98:01:00;2
650;98:01:00;2
651;98:01:00;2
666;98:01:00;2
669;98:01:00;2
670;98:01:00;2
671;98:01:00;2
672;98:01:00;2
673;98:01:00;2
674;98:01:00;2
675;98:01:00;2
677;98:01:00;2
678;98:01:00;2
679;98:01:00;2
680;98:01:00;2
686;98:01:00;2
692;98:01:00;2
693;98:01:00;2
694;98:01:00;2
695;98:01:00;2
696;98:01:00;2
697;98:01:00;2
698;98:01:00;2
699;98:01:00;2
700;98:01:00;2
702;98:01:00;2
703;98:01:00;2
706;98:01:00;2
707;98:01:00;2
708;98:01:00;2
709;98:01:00;2
