id_customer; id_products; payment (pedido gratuito= 1 , tarjeta credito=2)
2289;94:01:00;2
2290;94:01:00;2
2306;94:01:00;2
2321;94:01:00;2
2322;94:01:00;2
2323;94:01:00;2
2324;94:01:00;2
2325;94:01:00;2
2326;94:01:00;2
2327;94:01:00;2
2328;94:01:00;2
2353;94:01:00;2
2354;94:01:00;2
2355;94:01:00;2
2356;94:01:00;2
2357;94:01:00;2
2358;94:01:00;2
2359;94:01:00;2
2360;94:01:00;2
2361;94:01:00;2
2362;94:01:00;2
2363;94:01:00;2
2364;94:01:00;2
2365;94:01:00;2
2366;94:01:00;2
2367;94:01:00;2
2368;94:01:00;2
2369;94:01:00;2
2370;94:01:00;2
2416;94:01:00;2
2417;94:01:00;2
2418;94:01:00;2
2419;94:01:00;2
2420;94:01:00;2
2422;94:01:00;2
2423;94:01:00;2
2424;94:01:00;2
2425;94:01:00;2
2426;94:01:00;2
2427;94:01:00;2
2432;94:01:00;2
2441;94:01:00;2
2442;94:01:00;2
2443;94:01:00;2
2444;94:01:00;2
2445;94:01:00;2
2446;94:01:00;2
2447;94:01:00;2
