id_customer; id_products; payment (pedido gratuito= 1 , tarjeta credito=2)
2450;94:01:00;2
2451;94:01:00;2
2452;94:01:00;2
2453;94:01:00;2
2454;94:01:00;2
2455;94:01:00;2
2456;94:01:00;2
2457;94:01:00;2
2458;94:01:00;2
2459;94:01:00;2
2460;94:01:00;2
2461;94:01:00;2
2462;94:01:00;2
2463;94:01:00;2
2501;94:01:00;2
2502;94:01:00;2
2503;94:01:00;2
2504;94:01:00;2
2505;94:01:00;2
2549;94:01:00;2
2550;94:01:00;2
2551;94:01:00;2
2597;94:01:00;2
434;98:01:00;2
435;98:01:00;2
604;98:01:00;2
619;98:01:00;2
711;98:01:00;2
712;98:01:00;2
836;98:01:00;2
837;98:01:00;2
941;98:01:00;2
942;98:01:00;2
1292;94:01:00;2
1293;94:01:00;2
1409;94:01:00;2
1410;94:01:00;2
1409;94:01:00;2
1410;94:01:00;2
1520;94:01:00;2
1521;94:01:00;2
2088;94:01:00;2
2089;94:01:00;2
2287;94:01:00;2
2288;94:01:00;2
2448;94:01:00;2
2449;94:01:00;2
5;94:01:00;2
