id_customer; id_products; payment (pedido gratuito= 1 , tarjeta credito=2)
436;98:01:00;2
437;98:01:00;2
438;98:01:00;2
439;98:01:00;2
440;98:01:00;2
447;98:01:00;2
451;98:01:00;2
465;98:01:00;2
467;98:01:00;2
470;98:01:00;2
474;98:01:00;2
476;98:01:00;2
480;98:01:00;2
481;98:01:00;2
482;98:01:00;2
483;98:01:00;2
484;98:01:00;2
497;98:01:00;2
514;98:01:00;2
528;98:01:00;2
529;98:01:00;2
530;98:01:00;2
532;98:01:00;2
534;98:01:00;2
536;98:01:00;2
537;98:01:00;2
538;98:01:00;2
541;98:01:00;2
548;98:01:00;2
557;98:01:00;2
558;98:01:00;2
559;98:01:00;2
562;98:01:00;2
564;98:01:00;2
565;98:01:00;2
566;98:01:00;2
567;98:01:00;2
568;98:01:00;2
570;98:01:00;2
571;98:01:00;2
573;98:01:00;2
580;98:01:00;2
596;98:01:00;2
597;98:01:00;2
599;98:01:00;2
600;98:01:00;2
602;98:01:00;2
603;98:01:00;2
