id_customer; id_products; payment (pedido gratuito= 1 , tarjeta credito=2)
1200;94:01:00;2
1201;94:01:00;2
1203;94:01:00;2
1204;94:01:00;2
1206;94:01:00;2
1207;94:01:00;2
1208;94:01:00;2
1209;94:01:00;2
1211;94:01:00;2
1213;94:01:00;2
1214;94:01:00;2
1216;94:01:00;2
1219;94:01:00;2
1222;94:01:00;2
1223;94:01:00;2
1226;94:01:00;2
1227;94:01:00;2
1229;94:01:00;2
1231;94:01:00;2
1232;94:01:00;2
1234;94:01:00;2
1235;94:01:00;2
1236;94:01:00;2
1237;94:01:00;2
1243;94:01:00;2
1246;94:01:00;2
1248;94:01:00;2
1249;94:01:00;2
1255;94:01:00;2
1256;94:01:00;2
1257;94:01:00;2
1259;94:01:00;2
1261;94:01:00;2
1262;94:01:00;2
1263;94:01:00;2
1276;94:01:00;2
1277;94:01:00;2
1278;94:01:00;2
1280;94:01:00;2
1281;94:01:00;2
1282;94:01:00;2
1285;94:01:00;2
1286;94:01:00;2
1287;94:01:00;2
1288;94:01:00;2
1289;94:01:00;2
1290;94:01:00;2
1291;94:01:00;2
