id_customer; id_products; payment (pedido gratuito= 1 , tarjeta credito=2)
1070;98:01:00;2
1071;98:01:00;2
1072;98:01:00;2
1074;98:01:00;2
1095;98:01:00;2
1097;98:01:00;2
1098;98:01:00;2
1099;98:01:00;2
1100;98:01:00;2
1101;98:01:00;2
1103;98:01:00;2
1104;98:01:00;2
1105;98:01:00;2
1106;98:01:00;2
1107;98:01:00;2
1108;98:01:00;2
1109;98:01:00;2
1110;98:01:00;2
1111;98:01:00;2
1112;98:01:00;2
1113;98:01:00;2
1114;98:01:00;2
1115;94:01:00;2
1116;94:01:00;2
1117;94:01:00;2
1118;94:01:00;2
1119;94:01:00;2
1120;94:01:00;2
1121;94:01:00;2
1122;94:01:00;2
1123;94:01:00;2
1124;94:01:00;2
1125;94:01:00;2
1126;94:01:00;2
1127;94:01:00;2
1129;94:01:00;2
1130;94:01:00;2
1131;94:01:00;2
1132;94:01:00;2
1134;94:01:00;2
1135;94:01:00;2
1137;94:01:00;2
1138;94:01:00;2
1139;94:01:00;2
1140;94:01:00;2
1141;94:01:00;2
1142;94:01:00;2
1143;94:01:00;2
