id_customer; id_products; payment (pedido gratuito= 1 , tarjeta credito=2)
2090;94:01:00;2
2091;94:01:00;2
2092;94:01:00;2
2093;94:01:00;2
2094;94:01:00;2
2095;94:01:00;2
2096;94:01:00;2
2097;94:01:00;2
2098;94:01:00;2
2099;94:01:00;2
2100;94:01:00;2
2101;94:01:00;2
2102;94:01:00;2
2103;94:01:00;2
2104;94:01:00;2
2105;94:01:00;2
2106;94:01:00;2
2107;94:01:00;2
2109;94:01:00;2
2110;94:01:00;2
2111;94:01:00;2
2112;94:01:00;2
2113;94:01:00;2
2144;94:01:00;2
2145;94:01:00;2
2146;94:01:00;2
2147;94:01:00;2
2148;94:01:00;2
2149;94:01:00;2
2188;94:01:00;2
2189;94:01:00;2
2209;94:01:00;2
2264;94:01:00;2
2265;94:01:00;2
2266;94:01:00;2
2267;94:01:00;2
2268;94:01:00;2
2269;94:01:00;2
2270;94:01:00;2
2271;94:01:00;2
2272;94:01:00;2
2273;94:01:00;2
2274;94:01:00;2
2275;94:01:00;2
2276;94:01:00;2
2277;94:01:00;2
2279;94:01:00;2
2285;94:01:00;2
