id_customer; id_products; payment (pedido gratuito= 1 , tarjeta credito=2)
1411;94:01:00;2
1412;94:01:00;2
1413;94:01:00;2
1414;94:01:00;2
1415;94:01:00;2
1416;94:01:00;2
1417;94:01:00;2
1418;94:01:00;2
1419;94:01:00;2
1420;94:01:00;2
1421;94:01:00;2
1422;94:01:00;2
1423;94:01:00;2
1424;94:01:00;2
1425;94:01:00;2
1426;94:01:00;2
1427;94:01:00;2
1428;94:01:00;2
1429;94:01:00;2
1430;94:01:00;2
1431;94:01:00;2
1435;94:01:00;2
1441;94:01:00;2
1447;94:01:00;2
1448;94:01:00;2
1490;94:01:00;2
1491;94:01:00;2
1492;94:01:00;2
1493;94:01:00;2
1494;94:01:00;2
1495;94:01:00;2
1496;94:01:00;2
1497;94:01:00;2
1499;94:01:00;2
1506;94:01:00;2
1507;94:01:00;2
1508;94:01:00;2
1509;94:01:00;2
1510;94:01:00;2
1511;94:01:00;2
1512;94:01:00;2
1513;94:01:00;2
1514;94:01:00;2
1515;94:01:00;2
1516;94:01:00;2
1517;94:01:00;2
1518;94:01:00;2
1519;94:01:00;2
